term_str,n,p,i,n_chars,h,max_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster
commitment,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,commit,commit,commit
administering,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,VBG,{'VBG'},0,administ,administ,admin
paraphernalia,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,NN,{'NN'},0,paraphernalia,paraphernalia,paraphernal
silences,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBZ,{'VBZ'},0,silenc,silenc,sil
dominates,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBZ,{'VBZ'},0,domin,domin,domin
alba,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,JJ,{'JJ'},0,alba,alba,alb
dedications,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,dedic,dedic,ded
abdicated,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBD,{'VBD'},0,abdic,abdic,abd
stricken,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBN,{'VBN'},0,stricken,stricken,stricken
quiddity,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,quidditi,quidditi,quid
intentionality,1,1.4600671630895022e-06,19.385533834720583,14,2.830418139103604e-05,NN,{'NN'},0,intention,intent,int
unreasonably,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,JJ,{'JJ'},0,unreason,unreason,unreason
catilinarian,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,JJ,{'JJ'},0,catilinarian,catilinarian,catilin
lyons,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,lyon,lyon,lyon
stifled,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBN,{'VBN'},0,stifl,stifl,stifl
apellations,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,apel,apel,apel
watchfull,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,watchful,watchful,watchful
phaenicia,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,phaenicia,phaenicia,phaenic
agenor,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,JJ,{'JJ'},0,agenor,agenor,ag
cadmus,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBN,{'VBN'},0,cadmu,cadmus,cadm
adoption,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,adopt,adopt,adopt
reducible,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,reduc,reduc,reduc
blowes,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VB,{'VB'},0,blow,blow,blow
princeps,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,princep,princep,princep
molesta,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,molesta,molesta,molest
rumination,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,rumin,rumin,rumin
disliked,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBN,{'VBN'},0,dislik,dislik,dislik
wretchednesse,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,NN,{'NN'},0,wretchedness,wretchedness,wretch
appius,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,appiu,appius,appi
claudius,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,claudiu,claudius,claudi
loaded,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBN,{'VBN'},0,load,load,load
freedman,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,JJ,{'JJ'},0,freedman,freedman,freedm
despayre,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,despayr,despayr,despayr
territorial,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,JJ,{'JJ'},0,territori,territori,territ
payne,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,payn,payn,payn
displeasures,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,NNS,{'NNS'},0,displeasur,displeasur,displeas
exonerations,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,NNS,{'NNS'},0,exoner,exoner,exon
onerations,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NNS,{'NNS'},0,oner,oner,on
juvando,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,juvando,juvando,juvando
indefatigable,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,JJ,{'JJ'},0,indefatig,indefatig,indefatig
jucunda,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,jucunda,jucunda,jucund
corroboration,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,NN,{'NN'},0,corrobor,corrobor,corrob
compitalia,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NNS,{'NNS'},0,compitalia,compitalia,compital
inutile,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBP,{'VBP'},0,inutil,inutil,inutil
molestum,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,JJ,{'JJ'},0,molestum,molestum,molest
utile,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,JJ,{'JJ'},0,util,util,util
jucundum,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,jucundum,jucundum,jucund
corresponded,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,VBD,{'VBD'},0,correspond,correspond,correspond
paganalia,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,paganalia,paganalia,paganal
comely,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,RB,{'RB'},0,come,come,com
fayre,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,VBP,{'VBP'},0,fayr,fayr,fayr
tone,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,tone,tone,ton
inserted,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBD,{'VBD'},0,insert,insert,insert
praedominance,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,NN,{'NN'},0,praedomin,praedomin,praedomin
sabine,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,sabin,sabin,sabin
suite,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,JJ,{'JJ'},0,suit,suit,suit
envie,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,envi,envi,envy
redressing,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBG,{'VBG'},0,redress,redress,redress
devoutly,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,RB,{'RB'},0,devoutli,devout,devout
migrate,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VB,{'VB'},0,migrat,migrat,migr
cursing,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBG,{'VBG'},0,curs,curs,curs
revengefulness,1,1.4600671630895022e-06,19.385533834720583,14,2.830418139103604e-05,JJ,{'JJ'},0,reveng,reveng,reveng
doubled,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBD,{'VBD'},0,doubl,doubl,doubl
subjunctively,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,RB,{'RB'},0,subjunct,subjunct,subjunct
indicatively,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,RB,{'RB'},0,indic,indic,ind
forbore,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,RB,{'RB'},0,forbor,forbor,forb
thirtyfive,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,JJ,{'JJ'},0,thirtyf,thirtyf,thirtyf
adhaering,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,adhaer,adhaer,adha
monopolise,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VB,{'VB'},0,monopolis,monopolis,monopol
relegated,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBN,{'VBN'},0,releg,releg,releg
mainstays,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,mainstay,mainstay,mainstay
exultation,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,exult,exult,exult
wickedness,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,wicked,wicked,wick
fellowfeeling,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,NN,{'NN'},0,fellowfeel,fellowfeel,fellowfeel
villager,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,villag,villag,vil
slothful,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,JJ,{'JJ'},0,sloth,sloth,sloth
weeps,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,weep,weep,weep
jests,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,jest,jest,jest
laughs,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBZ,{'VBZ'},0,laugh,laugh,laugh
unkindnesse,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,JJ,{'JJ'},0,unkindness,unkindness,unkind
prop,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,prop,prop,prop
greatsouled,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,JJ,{'JJ'},0,greatsoul,greatsoul,greatso
grimaces,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,grimac,grimac,grimac
nursery,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,nurseri,nurseri,nursery
begetteth,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,begetteth,begetteth,begette
armourers,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,armour,armour,armo
mutation,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,mutat,mutat,mut
immobility,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,immobl,immobl,immobl
aphorismes,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NNS,{'NNS'},0,aphorism,aphorism,aph
sisters,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NNS,{'NNS'},0,sister,sister,sist
clients,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NNS,{'NNS'},0,client,client,cli
canting,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,cant,cant,cant
eternalnow,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,eternalnow,eternalnow,eternalnow
consubstantiate,1,1.4600671630895022e-06,19.385533834720583,15,2.830418139103604e-05,NN,{'NN'},0,consubstanti,consubstanti,consubstanty
hypostatical,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,JJ,{'JJ'},0,hypostat,hypostat,hypost
flagrantly,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,RB,{'RB'},0,flagrantli,flagrant,flagr
proverb,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,proverb,proverb,proverb
persisted,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBN,{'VBN'},0,persist,persist,persist
rhetoricall,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NN,{'NN'},0,rhetorical,rhetorical,rhetorical
leges,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,VBZ,{'VBZ'},0,lege,lege,leg
absurditie,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,IN,{'IN'},0,absurditi,absurditi,absurd
curiatæ,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,JJ,{'JJ'},0,curiatæ,curiatæ,curiatæ
findes,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBZ,{'VBZ'},0,find,find,find
feele,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,VBP,{'VBP'},0,feel,feel,feel
degradation,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NN,{'NN'},0,degrad,degrad,degrad
excell,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,RB,{'RB'},0,excel,excel,excel
curule,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,curul,curul,cur
ninetyeight,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,RB,{'RB'},0,ninetyeight,ninetyeight,ninetyeight
counterbalanced,1,1.4600671630895022e-06,19.385533834720583,15,2.830418139103604e-05,VBD,{'VBD'},0,counterbalanc,counterbalanc,counterb
candidate,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,candid,candid,candid
accountants,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,account,account,account
hastening,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,hasten,hasten,hast
payes,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,RB,{'RB'},0,pay,pay,pay
bill,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,bill,bill,bil
casteth,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBD,{'VBD'},0,casteth,casteth,caste
claym,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,claym,claym,claym
bewraying,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,bewray,bewray,bewray
misreasoning,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,VBG,{'VBG'},0,misreason,misreason,misreason
meetly,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,RB,{'RB'},0,meetli,meet,meet
snuffed,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,snuf,snuf,snuff
purged,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBN,{'VBN'},0,purg,purg,purg
exoneration,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NN,{'NN'},0,exoner,exoner,exon
hearth,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,hearth,hearth,hear
aphorme,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,JJ,{'JJ'},0,aphorm,aphorm,aphorm
orme,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,JJ,{'JJ'},0,orm,orm,orm
retiring,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBG,{'VBG'},0,retir,retir,retir
fromward,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,RB,{'RB'},0,fromward,fromward,fromward
restrayned,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBN,{'VBN'},0,restrayn,restrayn,restrayn
cohort,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,cohort,cohort,cohort
proletarians,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,NNS,{'NNS'},0,proletarian,proletarian,prolet
unstudied,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,unstudi,unstudi,unstudy
concoctions,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,concoct,concoct,concoct
characterised,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,VBD,{'VBD'},0,characteris,characteris,charact
consuming,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,consum,consum,consum
unrest,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,JJS,{'JJS'},0,unrest,unrest,unrest
scorned,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBN,{'VBN'},0,scorn,scorn,scorn
removals,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,remov,remov,remov
disgraces,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,disgrac,disgrac,disgrac
display,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,display,display,display
praesumptuously,1,1.4600671630895022e-06,19.385533834720583,15,2.830418139103604e-05,RB,{'RB'},0,praesumptu,praesumptu,praesumptu
adversarie,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,adversari,adversari,advers
auguries,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,auguri,auguri,augury
sapientia,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,sapientia,sapientia,sapient
marketdays,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NNS,{'NNS'},0,marketday,marketday,marketday
countryfolk,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NN,{'NN'},0,countryfolk,countryfolk,countryfolk
fatui,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,fatui,fatui,fatu
ignes,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,ign,ign,ign
restive,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,JJ,{'JJ'},0,restiv,restiv,rest
east,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,east,east,east
antecedence,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NN,{'NN'},0,anteced,anteced,antec
taskmasters,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,taskmast,taskmast,taskmast
idque,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,idqu,idqu,idqu
kurios,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,kurio,kurio,kurio
greeke,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,JJ,{'JJ'},0,greek,greek,greek
naturalisation,1,1.4600671630895022e-06,19.385533834720583,14,2.830418139103604e-05,NN,{'NN'},0,naturalis,naturalis,nat
wanes,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,wane,wane,wan
attorney,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,attorney,attorney,attorney
calculators,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,calcul,calcul,calc
fathomed,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBN,{'VBN'},0,fathom,fathom,fathom
judicis,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,judici,judici,jud
adversarii,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,IN,{'IN'},0,adversarii,adversarii,adversari
mei,1,1.4600671630895022e-06,19.385533834720583,3,2.830418139103604e-05,JJ,{'JJ'},0,mei,mei,mei
tres,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NNS,{'NNS'},0,tre,tres,tre
sustineo,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,sustineo,sustineo,sustineo
sence,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,senc,senc,sent
personate,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VB,{'VB'},0,person,person,person
valuation,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,valuat,valuat,valu
apud,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,apud,apud,apud
theaters,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,theater,theater,the
imperitos,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,imperito,imperito,imperito
visard,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,visard,visard,visard
disguiseth,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBZ,{'VBZ'},0,disguiseth,disguiseth,disguise
counterfeited,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,VBN,{'VBN'},0,counterfeit,counterfeit,counterfeit
prosopon,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBN,{'VBN'},0,prosopon,prosopon,prosopon
vocabatur,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBP,{'VBP'},0,vocabatur,vocabatur,vocab
contrarie,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,contrari,contrari,cont
dispraiseth,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,VBZ,{'VBZ'},0,dispraiseth,dispraiseth,dispraise
praiseth,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,praiseth,praiseth,praise
servitutis,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBP,{'VBP'},0,servituti,servituti,servitut
tractable,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,tractabl,tractabl,tract
aids,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NNS,{'NNS'},0,aid,aid,aid
